1.0,1.0,1.0,1.5126448,1.0,1.0,1.0,1.0,1.0,2.3449516,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,144.8488,9.523068,61.643837,42.186817,22.58049,1.0,1.0,1.0,1.0,4.443096,1.0,1.0,3.3487694,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.7803273,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.5819387,1.0,1.0,11.381278,2.3572261,2.3256152,36.09404,3.8877075,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,2.0073912,1.0,1.0,1.0,1.0,1.0,3.8724127,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,144.8488,12.542515,80.55597,54.149937,29.490656,1.0,1.0973147,1.0,1.0,5.5101905,1.0,1.0,5.134673,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.743815,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.7267122,1.0,1.0,14.52103,2.478942,2.8149228,44.40383,4.6287985,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,2.4854305,1.0,1.0,1.0,1.0,1.0,5.723426,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,144.8488,15.429381,100.01049,64.56412,35.572296,1.0,1.1737177,1.0,1.0,5.5101905,1.0,1.0,7.4427958,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.9710605,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.030064,1.0,1.0,17.493046,2.5893795,3.2999663,52.60958,5.375823,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,2.8949895,1.0,1.0,1.0,1.0,1.0,7.5712347,1.0,1.0,1.0227407,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,144.8488,17.879192,119.76038,69.306526,39.85889,1.0,1.178761,1.0,1.0,5.5101905,1.0,1.0,10.181118,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.4077744,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.3542557,1.0,1.0,20.030643,2.647155,3.752691,60.0057,6.062889,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,3.204486,1.0,1.0,1.0,1.0,1.0,7.6524105,1.0,1.0,2.0021412,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,118.06551,19.699907,139.85983,69.306526,39.85889,1.0,1.1833047,1.0,1.0,5.5101905,1.0,1.0,13.111561,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.9362426,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.507044,1.0,1.0,21.995855,2.647155,4.1757936,66.08402,6.641171,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,3.4111464,1.0,1.0,1.0,1.0,1.0,7.6524105,1.0,1.0,3.5846622,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,87.45627,20.844612,159.69179,69.306526,39.85889,1.0,1.2647245,1.0,1.0,5.1191273,1.0,1.0,15.869342,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.38221,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.507044,1.0,1.0,23.383736,2.647155,4.6046553,70.56447,7.0835705,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,3.5367212,1.0,1.0,1.0,1.0,1.0,7.6524105,1.0,1.0,5.8748,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,59.176037,20.959896,177.08586,69.306526,39.85889,1.0,1.5954477,1.0,1.0,3.961441,1.0,1.0,18.051598,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.542698,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.507044,1.0,1.0,24.274967,2.647155,5.0916615,72.90299,7.380786,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,3.613502,1.0,1.0,1.0,1.0,1.0,7.6524105,1.0,1.0,8.847579,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.82392,20.959896,177.08586,61.466785,37.25334,1.0,2.2803679,1.0,1.0,2.7803912,1.0,1.0,18.051598,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.542698,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.507044,1.0,1.0,24.778896,2.647155,5.677438,72.90299,7.380786,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,3.6682436,1.0,1.0,1.0,1.0,1.0,5.816641,1.0,1.0,12.324281,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21.250158,20.959896,177.08586,52.075287,34.74985,1.0,3.3480837,1.0,1.0,1.7681202,1.0,1.0,18.051598,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.542698,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.488658,1.0,1.0,24.833622,2.647155,6.358634,72.90299,7.380786,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,3.712552,1.0,1.0,1.0,1.0,1.0,3.9579084,1.0,1.0,16.01792,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.476324,20.959896,177.08586,42.632286,33.0035,1.0,4.690521,1.0,1.0,1.0184641,1.0,1.0,18.051598,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.542698,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.727089,1.0,1.0,24.833622,2.647155,7.0679927,72.90299,7.380786,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,3.712552,1.0,1.0,1.0,1.0,1.0,2.4110062,1.0,1.0,19.625439,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.848315,20.639723,160.0221,34.455154,32.678944,1.0,6.0561004,1.0,1.0,1.0,1.0,1.0,17.52464,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.831549,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.727089,1.0,1.0,24.833622,2.6675177,7.679711,70.99848,7.3317647,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,3.712552,1.0,1.0,1.0,1.0,1.0,1.3148977,1.0,1.0,22.902597,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.8267047,20.639723,133.18161,28.37073,32.3976,1.0,6.3731604,1.0,1.0,1.0,1.0,1.0,15.6376915,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.532881,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.727089,1.0,1.0,24.833622,2.7480395,7.679711,69.04941,7.15721,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,3.712552,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,25.665213,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2962774,20.639723,104.44628,24.533213,32.28757,1.0,6.3731604,1.0,1.0,1.0,1.0,1.0,13.523188,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.1591644,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.727089,1.0,1.0,24.736258,2.7717576,7.679711,67.48599,7.1156325,1.0,1.0,1.0,1.0,1.0,1.0,1.0
